popularity,original_title,runtime,vote_count,budget_adj,revenue_adj,prim_genre,second_genre,prim_actor,second_actor,prim_director,profit_adj,release_date,movie_duration,vote_adj
0.157333,Mega Piranha,92,26,0.0,0.0,Action,Adventure,Paul Logan,Jude Gerard Prest,Eric Forsberg,0.0,2010-04-10,short_movie,0.004591575279286666
0.1553,Prep & Landing Stocking Stuffer: Operation: Secret Santa,7,13,0.0,0.0,Animation,Family,Sarah Chalke,Dave Foley,Kevin Deters,0.0,2010-12-07,short_movie,0.0020600594445013836
0.12869,Twelve,93,56,0.0,0.0,Thriller,Drama,Chace Crawford,Rory Culkin,Joel Schumacher,0.0,2010-07-30,short_movie,0.027815927026750027
0.155084,Mortal Kombat: Rebirth,8,20,0.0,0.0,Action,,Lateef Crowder,Ian Anthony Dale,Kevin Tancharoen,0.0,2010-06-08,short_movie,0.007379317413139286
0.155075,Dante's Inferno: An Animated Epic,84,40,0.0,0.0,Action,Adventure,Steve Blum,Mark Hamill,ShukÅ Murase,0.0,2010-02-09,short_movie,0.01844829353284821
0.150784,DMT: The Spirit Molecule,75,12,0.0,0.0,Documentary,,Joe Rogan,Ralph Abraham,Mitch Schultz,0.0,2010-10-15,short_movie,0.001270882443373988
0.150336,Chain Letter,96,15,0.0,0.0,Horror,Thriller,Nikki Reed,Keith David,Deon Taylor,0.0,2010-10-01,short_movie,0.0019473198729117558
0.148442,Essential Killing,84,17,3167000.0,0.0,Thriller,War,Vincent Gallo,Emmanuelle Seigner,Jerzy Skolimowski,-3167000.0,2010-09-06,short_movie,0.004089371733114687
0.147222,Is It Just Me?,90,11,0.0,0.0,Drama,Comedy,Nicholas Downs,David Loren,J.C. Calciano,0.0,2010-01-15,short_movie,0.0006456902736496874
0.145026,Rush: Beyond the Lighted Stage,107,14,0.0,0.0,Documentary,Music,Sebastian Bach,Jack Black,Sam Dunn,0.0,2010-06-29,long_movie,0.003443681459465
0.144892,The Perfect Host,93,47,0.0,14870.0,Comedy,Thriller,David Hyde Pierce,Clayne Crawford,Nick Tomnay,14870.0,2010-07-01,short_movie,0.021994465511940144
0.141985,Triple Dog,92,20,0.0,0.0,Drama,Thriller,Scout Taylor-Compton,Britt Robertson,Pascal Franchot ,0.0,2010-05-10,short_movie,0.006251921697243005
0.140371,Legendary,107,12,0.0,0.0,Drama,,John Cena,Patricia Clarkson,Mel Damski,0.0,2010-09-09,long_movie,0.0013528748590755355
0.140251,Why Did I Get Married Too?,121,21,20000000.0,60072596.0,Comedy,Romance,Tyler Perry,Janet Jackson,Tyler Perry,40072596.0,2010-04-02,long_movie,0.006764374295377677
0.252609,The Boy Who Cried Werewolf,97,31,0.0,0.0,Family,Fantasy,Brooke Shields,Victoria Justice,Eric Bross,0.0,2010-10-22,short_movie,0.01226811519934406
0.010185,180Â° South,86,12,0.0,0.0,Comedy,Documentary,Yvon Chouinard,Doug Tompkins,Chris Malloy,0.0,2010-02-10,short_movie,0.0012298862355232141
0.136215,The Frankenstein Syndrome,88,12,0.0,0.0,Horror,Science Fiction,Ed Lauter,Louis Mandylor,Sean Tretta,0.0,2010-10-01,short_movie,0.0009839089884185713
0.132502,Toast,90,44,0.0,0.0,Drama,Comedy,Freddie Highmore,Ken Stott,S.J. Clarkson,0.0,2010-12-30,short_movie,0.021256533770626217
0.131526,Resident Evil: Afterlife,97,882,60000000.0,296221663.0,Action,Adventure,Milla Jovovich,Wentworth Miller,Paul W.S. Anderson,236221663.0,2010-09-09,short_movie,0.518356052065184
0.131328,Growth,90,11,300000.0,0.0,Horror,Science Fiction,Mircea Monroe,Christopher Shand,Gabriel Cowan,-300000.0,2010-01-29,short_movie,0.0005022035461719792
0.130016,ProtÃ©ger et servir,90,11,0.0,0.0,Comedy,,Kad Merad,Clovis Cornillac,Eric Lavaine,0.0,2010-01-22,short_movie,0.0005124525981346726
0.129442,Revenge of the Bridesmaids,87,48,0.0,0.0,Comedy,Romance,JoAnna Garcia,Beth Broderick,James Hayman,0.0,2010-07-18,short_movie,0.022978374500358716
0.126182,High School,99,26,0.0,0.0,Comedy,,Adrien Brody,Matt Bush,John Stalberg,0.0,2010-06-03,short_movie,0.008199241570154761
0.191889,Beyond the Black Rainbow,110,30,1100000.0,0.0,Fantasy,Science Fiction,Michael Rogers,Scott Hylands,Panos Cosmatos,-1100000.0,2010-12-03,long_movie,0.010863995080455059
0.123158,American Grindhouse,80,10,0.0,0.0,Documentary,History,Robert Forster,Allison Anders,Elijah Drenner,0.0,2010-03-13,short_movie,0.0
0.120636,Peacock,90,22,0.0,0.0,Mystery,Thriller,Cillian Murphy,Ellen Page,Michael Lander,0.0,2010-04-20,short_movie,0.007625294660243928
0.205329,BÃ©bÃ©s,79,36,0.0,0.0,Documentary,,Bayar,Hattie,Thomas BalmÃ¨s,0.0,2010-05-07,short_movie,0.019186225274162142
0.067885,A Little Help,109,13,0.0,0.0,Comedy,Drama,Jenna Fischer,Chris O'Donnell,Michael J. Weithorn,0.0,2010-07-22,long_movie,0.0015988521061801784
0.107729,Letters to God,110,24,0.0,0.0,Action,Drama,Robyn Lively,Jeffrey Johnson,David Nixon,0.0,2010-04-09,long_movie,0.009613610741006457
0.107503,Alien vs. Ninja,81,17,0.0,0.0,Horror,Action,Mika Hijii,Ben Hiura,Seiji Chiba,0.0,2010-07-03,short_movie,0.0025110177308598955
0.308928,Cosa voglio di piÃ¹,121,13,0.0,0.0,Drama,Romance,Pierfrancesco Favino,Teresa Saponangelo,Silvio Soldini,0.0,2010-04-30,long_movie,0.0015066106385159374
0.137397,Devil's Playground,93,13,2400000.0,0.0,Horror,Action,MyAnna Buring,Danny Dyer,Mark McQueen,-2400000.0,2010-08-21,short_movie,0.001475863482627857
0.104635,Chico & Rita,94,31,0.0,0.0,Animation,Music,Mario Guerra,Limara Meneses,Tono Errando,0.0,2010-11-19,short_movie,0.013774725837859998
0.180217,Parked,94,10,0.0,0.0,Drama,,Colm Meaney,Colin Morgan,Darragh Byrne,0.0,2010-09-01,short_movie,0.0
0.276322,Vanishing on 7th Street,92,83,10000000.0,1068682.0,Drama,Horror,Hayden Christensen,Thandie Newton,Brad Anderson,-8931318.0,2010-09-11,short_movie,0.035912678077277854
0.097594,Te presento a Laura,98,11,0.0,0.0,Romance,Comedy,Martha Higareda,Kuno Becker,Fez Ortega,0.0,2010-10-29,short_movie,0.0006764374295377678
0.095018,Li Xiao Long,129,10,0.0,0.0,Drama,,Aarif Lee,Tony Leung Ka-Fai,Manfred Wong,0.0,2010-11-25,long_movie,0.0
0.021645,Yes or No: à¸­à¸¢à¸²à¸à¸£à¸±à¸ à¸à¹‡à¸£à¸±à¸à¹€à¸¥à¸¢,107,13,0.0,0.0,Comedy,Romance,Arisara Thongborisut,Supanart Jittaleela,Saratswadee Wongsomphet,0.0,2010-12-16,long_movie,0.0023982781592702673
0.267278,The Rig,90,16,3000000.0,0.0,Action,Horror,William Forsythe,Stacey Hinnen,Peter Atencio,-3000000.0,2010-10-05,short_movie,0.0025212667828225887
0.111048,All About Evil,98,10,0.0,0.0,Horror,,Natasha Lyonne,Thomas Dekker,Joshua Grannell,0.0,2010-05-01,short_movie,0.0
0.25427,Holy Rollers,89,17,0.0,0.0,Crime,Drama,Jesse Eisenberg,Justin Bartha,Kevin Asch,0.0,2010-05-21,short_movie,0.004376345188070103
0.090543,Break Ke Baad,120,11,0.0,427628.0,Drama,Comedy,Deepika Padukone,Imran Khan,Danish Aslam,427628.0,2010-11-26,long_movie,0.0006149431177616071
0.087585,Gasland,107,22,0.0,0.0,Documentary,,Josh Fox,,Josh Fox,0.0,2010-01-24,long_movie,0.008609203648662498
0.071963,"Fat, Sick & Nearly Dead",97,36,0.0,0.0,Documentary,,Joe Cross,Phil Riverstone,Joe Cross,0.0,2010-04-16,short_movie,0.019186225274162142
0.095444,The Two Escobars,100,12,0.0,0.0,Crime,Documentary,MarÃ­a Ester Escobar,Francisco Maturana,Jeff Zimbalist,0.0,2010-06-22,long_movie,0.0015373577944040177
0.081724,600 kilos d'or pur,100,10,0.0,0.0,Adventure,,Clovis Cornillac,Audrey Dana,Ã‰ric Besnard,0.0,2010-03-07,long_movie,0.0
0.0781299999999999,The Encounter,85,11,0.0,0.0,Drama,Family,Bruce Marchiano,Jaci Velasquez,David A.R. White,0.0,2010-05-03,short_movie,0.0005022035461719792
0.150035,Birdemic: Shock and Terror,95,30,0.0,0.0,Horror,Science Fiction,Alan Bagh,Whitney Moore,James Nguyen,0.0,2010-02-27,short_movie,0.00430460182433125
0.153853,Kevin Hart: Seriously Funny,72,37,0.0,0.0,Comedy,,Kevin Hart,,Shannon Hartman,0.0,2010-07-20,short_movie,0.021307779030439684
0.068941,BearCity,103,10,0.0,5980.0,Comedy,Romance,Joe Conti,Gerald McCullouch,Douglas Langway,5980.0,2010-06-08,long_movie,0.0
0.066704,ê³ ì‚¬ ë‘ ë²ˆì§¸ ì´ì•¼ê¸°: êµìƒì‹¤ìŠµ,82,13,0.0,0.0,Horror,,Choi Ah-jin ,Kwon Hyun-sang,Seon-dong Yu,0.0,2010-07-28,short_movie,0.0015988521061801784
0.028227,Action Replayy,100,11,10000000.0,5000000.0,Drama,Comedy,Akshay Kumar,Aishwarya Rai Bachchan,Vipul Amrutlal Shah,-5000000.0,2010-11-05,long_movie,0.0005022035461719792
0.066188,Veer,160,12,1250000.0,0.0,Action,Foreign,Salman Khan,Mithun Chakraborty,Anil Sharma,-1250000.0,2010-01-22,long_movie,0.0010249051962693452
0.065833,Christmas Cupid,85,33,0.0,0.0,TV Movie,Fantasy,Chad Michael Murray,Ashley Benson,Gil Junger,0.0,2010-12-12,short_movie,0.012022137952239416
0.06497,Once Upon a Time in Mumbaai,135,13,10.0,0.0,Drama,Thriller,Ajay Devgn,Emraan Hashmi,Milan Luthria,-10.0,2010-07-30,long_movie,0.0021523009121656245
0.0653909999999999,Une Petite zone de turbulences,108,10,0.0,0.0,Comedy,,Michel Blanc,Miou-Miou,Alfred Lot,0.0,2010-01-12,long_movie,0.0
0.225569,The Drawn Together Movie: The Movie!,70,23,0.0,0.0,Animation,Comedy,Adam Carolla,Abbey DiGregorio,Greg Franklin,0.0,2010-04-20,short_movie,0.008926924259505996
0.064038,FRED: The Movie,89,17,0.0,0.0,Comedy,Family,Lucas Cruikshank,Jennette McCurdy,Clay Weiner,0.0,2010-09-18,short_movie,0.002797991185815312
0.063325,Strapped,95,11,0.0,0.0,Drama,,Ben Bonenfant,Nick Frangione,Joseph Graham,0.0,2010-09-24,short_movie,0.0004509582863585119
0.06447,Lemmy,116,21,0.0,0.0,Music,Documentary,Lemmy,Dave Brock,Greg Olliver,0.0,2010-03-15,long_movie,0.007779030439684329
0.06324,Secretariat,123,52,35000000.0,60251371.0,Drama,,Diane Lane,John Malkovich,Randall Wallace,25251371.0,2010-08-20,long_movie,0.028410372040586242
0.057892,What if...,111,13,0.0,0.0,Drama,Comedy,Kevin Sorbo,Kristy Swanson,Dallas Jenkins,0.0,2010-08-20,long_movie,0.001998565132725223
0.052322,Bill Cunningham New York,84,16,0.0,1339650.0,Documentary,,Bill Cunningham,Tom Wolfe,Richard Press,1339650.0,2010-03-24,short_movie,0.0049810392538690166
0.0506,DC Showcase: Green Arrow,11,19,0.0,0.0,Animation,Adventure,Neal McDonough,Malcolm McDowell,Joaquim Dos Santos,0.0,2010-09-28,short_movie,0.006733627139489597
0.050481,I Hate Luv Storys,135,27,0.0,0.0,Drama,Comedy,Imran Khan,Sonam Kapoor,Punit Malhotra,0.0,2010-07-02,long_movie,0.011499436302142051
0.048672,Never Sleep Again: The Elm Street Legacy,240,15,0.0,0.0,Documentary,,Heather Langenkamp,Robert Englund,Daniel Farrands,0.0,2010-05-04,long_movie,0.003638413446756175
0.046872,Louis C.K.: Hilarious,84,37,0.0,0.0,Comedy,,Louis C.K.,,Louis C.K.,0.0,2010-01-26,short_movie,0.02186122783642513
0.227962,Burakku Rokku ShÅ«tÄ,52,11,0.0,0.0,Action,Animation,Kana Hanazawa,Miyuki Sawashiro,Shinobu Yoshioka,0.0,2010-07-24,short_movie,0.0006559393256123809
0.00664,The American Matrix - Age Of Deception,120,11,5000.0,0.0,Documentary,,George Bruch,Alan Keyes,B.A. Brooks,-5000.0,2010-01-01,long_movie,0.0004202111304704315
0.028456,Boy,87,26,3.0,43.0,Drama,Comedy,James Rolleston,Craig Hall,Taika Waititi,40.0,2010-02-14,short_movie,0.01197089269242595
0.025935,Cropsey,85,31,0.0,35456.0,Documentary,Horror,Greg Cusick,,Joshua Zeman,35456.0,2010-04-29,short_movie,0.01312903556421031
0.037806,Il reste du jambon ?,90,19,0.0,0.0,Comedy,,Ramzy Bedia,Anne Marivin,Anne Depetrini,0.0,2010-10-27,short_movie,0.00433534898021933
0.019248,I'm Here,30,28,0.0,0.0,Drama,,Sienna Guillory,Andrew Garfield,Spike Jonze,0.0,2010-03-01,short_movie,0.013651737214307678
0.009766,A Horrible Way to Die,87,12,0.0,0.0,Horror,Thriller,Brandon Carroll,AJ Bowen,Adam Wingard,0.0,2010-09-14,short_movie,0.0009634108844931845
0.0637539999999999,As Melhores Coisas do Mundo,100,10,0.0,0.0,Comedy,,Caio Blat,Paulo Vilhena,LaÃ­s Bodanzky,0.0,2010-05-22,long_movie,0.0
0.004569,Joan Rivers: A Piece of Work,84,10,0.0,0.0,Documentary,,Joan Rivers,Melissa Rivers,Ricki Stern,0.0,2010-01-25,short_movie,0.0
0.004433,æ’•ç¥¨é¢¨é›²,93,12,0.0,0.0,Action,Thriller,Fala Chen,Simon Yam,Venus Keung Kwok-Man,0.0,2010-01-07,short_movie,0.0013118786512247619
8.947905,Fight Club,139,5923,82470329.3354423,132022892.45437,Drama,,Edward Norton,Brad Pitt,David Fincher,49552563.1189277,1999-10-14,long_movie,4.908814184687916
7.753899,The Matrix,136,6351,82470329.3354423,606768749.6621,Action,Science Fiction,Keanu Reeves,Laurence Fishburne,Lilly Wachowski,524298420.32665765,1999-03-30,long_movie,5.0691606026442555
3.55571999999999,American Beauty,122,1756,19635792.6989148,466411079.770931,Drama,,Kevin Spacey,Annette Bening,Sam Mendes,446775287.0720162,1999-09-15,long_movie,1.377903043968433
3.526029,Star Wars: Episode I - The Phantom Menace,136,2823,150541077.358347,1209980530.45701,Adventure,Action,Liam Neeson,Ewan McGregor,George Lucas,1059439453.0986631,1999-05-19,long_movie,1.8163267397765708
2.94377,The Mummy,124,1562,104724227.727545,544416081.923668,Adventure,Fantasy,Brendan Fraser,Rachel Weisz,Stephen Sommers,439691854.196123,1999-05-06,long_movie,1.0021113047043149
2.719461,The Green Mile,189,2299,78543170.7956593,372556440.140744,Fantasy,Drama,Tom Hanks,Michael Clarke Duncan,Frank Darabont,294013269.34508467,1999-12-10,long_movie,1.8768063954084246
2.578731,The Sixth Sense,107,1753,52362113.8637728,880738991.74917,Mystery,Thriller,Bruce Willis,Haley Joel Osment,M. Night Shyamalan,828376877.8853972,1999-08-02,long_movie,1.3398073178231014
2.129874,The World Is Not Enough,128,509,176722134.290233,473657733.210055,Adventure,Action,Pierce Brosnan,Sophie Marceau,Michael Apted,296935598.919822,1999-11-08,long_movie,0.3068566157630419
2.069357,Cruel Intentions,97,505,13745054.8892403,99360001.4451943,Drama,Romance,Sarah Michelle Gellar,Ryan Phillippe,Roger Kumble,85614946.55595401,1999-03-05,short_movie,0.3297632468996618
2.065619,Sleepy Hollow,105,932,130905284.659432,269758486.295067,Drama,Fantasy,Johnny Depp,Ian McDiarmid,Tim Burton,138853201.63563502,1999-11-18,long_movie,0.6331249359434252
1.945894,Tarzan,88,912,0.0,0.0,Adventure,Animation,Tony Goldwyn,Glenn Close,Chris Buck,0.0,1999-06-18,short_movie,0.637880496054115
1.825695,American Pie,95,1405,14399581.3125375,308259696.710782,Comedy,Romance,Jason Biggs,Chris Klein,Paul Weitz,293860115.3982445,1999-07-09,short_movie,0.9150353592292714
1.820318,Entrapment,112,355,86397487.8752252,278048579.212947,Romance,Drama,Sean Connery,Catherine Zeta-Jones,Jon Amiel,191651091.33772182,1999-04-30,long_movie,0.2086194527006252
1.810197,Toy Story 2,92,2272,117814756.193489,634910500.711404,Animation,Comedy,Tom Hanks,Tim Allen,John Lasseter,517095744.51791495,1999-10-30,short_movie,1.669201598852106
1.769152,10 Things I Hate About You,97,947,20944845.5455091,70005745.4329437,Comedy,Romance,Julia Stiles,Heath Ledger,Gil Junger,49060899.8874346,1999-03-30,short_movie,0.691442041611151
1.72385,Notting Hill,124,688,54980219.5569615,476350818.832191,Comedy,,Julia Roberts,Hugh Grant,Roger Michell,421370599.2752295,1999-05-13,long_movie,0.47252229168801885
1.560867,Austin Powers: The Spy Who Shagged Me,95,583,43198743.9376126,407037004.698583,Crime,Adventure,Mike Myers,Heather Graham,Jay Roach,363838260.7609704,1999-06-08,short_movie,0.3523624064774008
1.43163,Boys Don't Cry,118,170,2618105.69318864,15107264.4447763,Crime,Drama,Hilary Swank,ChloÃ« Sevigny,Kimberly Peirce,12489158.751587661,1999-09-02,long_movie,0.11478938198216666
1.427794,The Insider,157,249,117814756.193489,78922680.9245212,Drama,Thriller,Al Pacino,Russell Crowe,Michael Mann,-38892075.26896781,1999-10-28,long_movie,0.17391616275494515
1.348628,Galaxy Quest,102,406,58907378.0967445,118710038.38012,Comedy,Family,Tim Allen,Sigourney Weaver,Dean Parisot,59802660.283375494,1999-12-23,long_movie,0.267869222096956
1.329827,Eyes Wide Shut,159,623,85088435.0286309,212185957.240312,Drama,,Tom Cruise,Nicole Kidman,Stanley Kubrick,127097522.21168111,1999-07-14,long_movie,0.42722148201291377
1.328465,Being John Malkovich,112,607,17017687.0057261,29929655.4271825,Fantasy,Drama,John Cusack,Cameron Diaz,Spike Jonze,12911968.4214564,1999-09-30,long_movie,0.43442656554268727
1.320079,Analyze This,103,260,104724227.727545,231552674.126609,Comedy,Crime,Robert De Niro,Billy Crystal,Harold Ramis,126828446.399064,1999-03-05,long_movie,0.16142256841242184
1.309249,Stuart Little,84,502,174104028.597044,392893056.534981,Fantasy,,Michael J. Fox,Geena Davis,Rob Minkoff,218789027.93793702,1999-12-17,short_movie,0.28238187967612993
1.254522,The Bone Collector,118,463,95560857.8013855,198313200.318728,Drama,Mystery,Denzel Washington,Angelina Jolie,Phillip Noyce,102752342.5173425,1999-11-01,long_movie,0.30178333504150867
1.221973,Wild Wild West,106,626,222538983.921034,290746764.904973,Action,Adventure,Will Smith,Kevin Kline,Barry Sonnenfeld,68207780.98393896,1999-06-29,long_movie,0.3282976324689966
1.189386,The 13th Warrior,102,275,209448455.455091,80767119.3676855,Adventure,Fantasy,Antonio Banderas,Vladimir Kulich,John McTiernan,-128681336.0874055,1999-08-27,long_movie,0.1683919237470534
1.17388799999999,End of Days,121,247,130905284.659432,277504860.185956,Action,Fantasy,Arnold Schwarzenegger,Gabriel Byrne,Peter Hyams,146599575.526524,1999-11-23,long_movie,0.1311673670185508
1.152354,The Cider House Rules,126,145,31417268.3182637,115910204.734556,Drama,,Tobey Maguire,Charlize Theron,Lasse HallstrÃ¶m,84492936.41629231,1999-12-17,long_movie,0.09131905298759864
1.150934,The Iron Giant,86,877,91633699.2616025,30316754.1353961,Adventure,Animation,Jennifer Aniston,Harry Connick Jr.,Brad Bird,-61316945.126206405,1999-08-06,short_movie,0.6664446038741416
1.139223,Deep Blue Sea,105,336,78543170.7956593,96409422.5100276,Horror,Action,Thomas Jane,Saffron Burrows,Renny Harlin,17866251.7143683,1999-07-27,long_movie,0.18376550169109357
1.076307,"South Park: Bigger, Longer & Uncut",81,579,27490109.7784807,0.0,Animation,Comedy,Trey Parker,Matt Stone,Trey Parker,-27490109.7784807,1999-06-30,short_movie,0.40821973967408015
1.050599,Payback,100,305,117814756.193489,211577133.779048,Drama,Action,Mel Gibson,Kris Kristofferson,Paul Abascal,93762377.585559,1999-02-04,long_movie,0.19652557138464694
1.03785,Runaway Bride,116,253,91633699.2616025,405096233.056438,Comedy,Romance,Julia Roberts,Richard Gere,Garry Marshall,313462533.7948355,1999-07-30,long_movie,0.141959618735267
1.022028,She's All That,95,248,13090528.4659432,135051040.625015,Comedy,Romance,Freddie Prinze Jr.,Rachael Leigh Cook,Robert Iscove,121960512.15907179,1999-01-29,short_movie,0.1365993645587783
0.993492,Double Jeopardy,105,144,91633699.2616025,232803997.742669,Drama,Mystery,Tommy Lee Jones,Ashley Judd,Bruce Beresford,141170298.48106647,1999-09-24,long_movie,0.08377575074305627
0.992316,The Boondock Saints,108,521,7854317.07956593,39888.1492885755,Action,Thriller,Willem Dafoe,Norman Reedus,Troy Duffy,-7814428.930277355,1999-01-22,long_movie,0.3718458542584811
0.968204,Office Space,89,669,13090528.4659432,16792285.1232296,Comedy,Crime,Ron Livingston,Jennifer Aniston,Mike Judge,3701756.6572864,1999-02-19,short_movie,0.4930511427692938
0.941202,The Virgin Suicides,97,460,7854317.07956593,13626424.5931234,Drama,Romance,James Woods,Kathleen Turner,Sofia Coppola,5772107.51355747,1999-04-21,short_movie,0.3228451368248437
0.937873,Bicentennial Man,131,538,130905284.659432,122658251.725888,Comedy,Science Fiction,Robin Williams,Sam Neill,Chris Columbus,-8247032.933543995,1999-12-17,long_movie,0.3625704622322435
0.934621,The Blair Witch Project,81,522,32726.321164858,324645105.955391,Horror,Mystery,Heather Donahue,Michael C. Williams,Daniel Myrick,324612379.63422614,1999-07-14,short_movie,0.33059342010863996
0.920974,The Ninth Gate,133,384,49744008.1705842,76451170.8234112,Horror,Mystery,Johnny Depp,Frank Langella,Roman Polanski,26707162.652826995,1999-08-24,long_movie,0.23765501691093574
0.92088,The Hurricane,146,226,65452642.3297161,96812627.8044657,Drama,,Denzel Washington,Vicellous Reon Shannon,Norman Jewison,31359985.474749595,1999-09-17,long_movie,0.16160705134775033
0.907305,The Thirteenth Floor,100,189,20944845.5455091,24301372.2408275,Thriller,Science Fiction,Craig Bierko,Armin Mueller-Stahl,Josef Rusnak,3356526.695318401,1999-04-16,long_movie,0.11924771958593829
0.876587,Big Daddy,93,479,44769607.3535258,307368089.035491,Comedy,Drama,Adam Sandler,Joey Lauren Adams,Dennis Dugan,262598481.68196517,1999-06-25,short_movie,0.29802193297120017
0.855109,Bringing Out the Dead,121,102,41889691.0910183,0.0,Drama,Thriller,Nicolas Cage,Patricia Arquette,Martin Scorsese,-41889691.0910183,1999-10-22,long_movie,0.06128933073690684
0.823494,8MM,123,248,52362113.8637728,126478982.96019,Thriller,Crime,Nicolas Cage,Joaquin Phoenix,Joel Schumacher,74116869.09641719,1999-02-25,long_movie,0.14635646202726246
0.82073,Dogma,130,472,13090528.4659432,40126252.9108426,Fantasy,Comedy,Ben Affleck,Matt Damon,Kevin Smith,27035724.444899395,1999-11-12,long_movie,0.3125140924464487
0.797082,"Girl, Interrupted",127,376,52362113.8637728,0.0,Drama,,Winona Ryder,Angelina Jolie,James Mangold,-52362113.8637728,1999-12-21,long_movie,0.28133647637593523
0.779596,Mickey's Once Upon a Christmas,66,57,0.0,0.0,Animation,Family,Kelsey Grammer,Wayne Allwine,Jun Falkenstein,0.0,1999-12-07,short_movie,0.03179255918827508
0.778786,The Haunting,113,178,104724227.727545,119371095.668069,Horror,Thriller,Liam Neeson,Catherine Zeta-Jones,Jan de Bont,14646867.940524012,1999-07-23,long_movie,0.09125755867582247
0.746054,Forces of Nature,105,81,98178963.4945741,122904589.29056,Comedy,,Sandra Bullock,Ben Affleck,Bronwen Hughes,24725625.795985907,1999-03-12,long_movie,0.037839499846264224
0.744837,Blast from the Past,112,114,45816849.6308012,52706420.9434841,Comedy,Romance,Brendan Fraser,Alicia Silverstone,Hugh Wilson,6889571.312682897,1999-02-12,long_movie,0.06608588705544738
0.740133,Edtv,122,69,104724227.727545,0.0,Comedy,,Matthew McConaughey,Woody Harrelson,Ron Howard,-104724227.727545,1999-03-26,long_movie,0.03265347955314134
0.731802,Message in a Bottle,131,112,104724227.727545,155620223.347978,Drama,,Kevin Costner,Robin Wright,Luis Mandoki,50895995.620433,1999-02-22,long_movie,0.05958798811109973
0.72669,The General's Daughter,116,103,78543170.7956593,195972871.712428,Crime,Drama,John Travolta,Madeleine Stowe,Simon West,117429700.9167687,1999-06-18,long_movie,0.05623654811929897
0.725013,Stigmata,103,103,37962532.5512353,65507271.7231101,Horror,Thriller,Patricia Arquette,Gabriel Byrne,Rupert Wainwright,27544739.1718748,1999-09-10,long_movie,0.055283386286768474
0.716336,Stir of Echoes,99,155,15708634.1591318,27664327.6946754,Horror,Mystery,Kevin Bacon,Zachary David Cope,David Koepp,11955693.5355436,1999-09-10,short_movie,0.09362508967920467
0.694437,Election,99,137,0.0,0.0,Comedy,,Matthew Broderick,Reese Witherspoon,Alexander Payne,0.0,1999-04-23,short_movie,0.08460592395203444
0.684185,Inspector Gadget,78,171,98178963.4945741,0.0,Action,Adventure,Matthew Broderick,Rupert Everett,David Kellogg,-98178963.4945741,1999-07-23,short_movie,0.07095418673772676
0.682531,Magnolia,188,430,48434955.3239899,63425970.6397773,Drama,,Julianne Moore,William H. Macy,Paul Thomas Anderson,14991015.315787405,1999-12-08,long_movie,0.3142359331761812
0.671069999999999,The Bachelor,101,46,66761695.1763104,48319257.3062493,Comedy,,Chris O'Donnell,RenÃ©e Zellweger,Gary Sinyor,-18442437.8700611,1999-11-05,long_movie,0.01660346417956339
0.654013,Virus,99,60,98178963.4945741,18340733.6272506,Horror,Action,Jamie Lee Curtis,William Baldwin,John Bruno,-79838229.8673235,1999-01-14,short_movie,0.025110177308598956
0.640331,The Talented Mr. Ripley,139,435,52362113.8637728,168603735.434659,Thriller,Crime,Matt Damon,Gwyneth Paltrow,Anthony Minghella,116241621.5708862,1999-12-25,long_movie,0.30055344880598545
0.637814,Lake Placid,82,112,35344426.8580467,74446377.3336976,Horror,Comedy,Bill Pullman,Bridget Fonda,Steve Miner,39101950.4756509,1999-07-15,short_movie,0.0554063749103208
0.63765,Detroit Rock City,95,38,44507796.7842069,5520426.39516561,Comedy,,Giuseppe Andrews,James DeBello,Adam Rifkin,-38987370.38904129,1999-08-13,short_movie,0.018366301117146665
0.636432,Mystery Men,121,115,89015593.5684139,38960045.2199215,Adventure,Fantasy,Hank Azaria,Janeane Garofalo,Kinka Usher,-50055548.3484924,1999-08-06,long_movie,0.05811212462847187
0.627172,Ghost Dog: The Way of the Samurai,116,146,0.0,0.0,Action,Crime,Forest Whitaker,Cliff Gorman,Jim Jarmusch,0.0,1999-09-13,long_movie,0.09757097468484165
0.617279,Fantasia 2000,74,168,104724227.727545,118959614.541535,Music,Animation,Steve Martin,Quincy Jones,Paul Brizzi,14235386.813990012,1999-12-31,short_movie,0.111735164497284
0.614402,Go,98,82,8508843.50286309,37244676.7693256,Crime,Comedy,Sarah Polley,Katie Holmes,Doug Liman,28735833.26646251,1999-04-09,short_movie,0.05091729015066107
0.614007,Never Been Kissed,107,196,32726321.164858,110700355.054403,Romance,Comedy,Drew Barrymore,David Arquette,Raja Gosnell,77974033.88954501,1999-04-09,long_movie,0.10866044890847598
0.598565,Instinct,126,74,104.724227727545,0.0,Drama,Mystery,Anthony Hopkins,Cuba Gooding Jr.,Jon Turteltaub,-104.724227727545,1999-06-04,long_movie,0.041324177513579995
0.596781999999999,October Sky,108,118,0.0,0.0,Drama,Family,Jake Gyllenhaal,Chris Cooper,Joe Johnston,0.0,1999-02-19,long_movie,0.07969662806190426
0.585123,Three Kings,114,412,98178963.4945741,141377707.432186,Action,Adventure,George Clooney,Mark Wahlberg,David O. Russell,43198743.93761191,1999-09-27,long_movie,0.25956749000717433
0.581756,Man on the Moon,118,226,107342333.420734,62094175.6180791,Comedy,Drama,Jim Carrey,Courtney Love,MiloÅ¡ Forman,-45248157.8026549,1999-12-22,long_movie,0.1461104847801578
